district,year,plan,winner,winner_plan,dem_share
67,1992,MN3,D,D,0.693
1,1996,MN3,D,D,0.698
2,1996,MN3,D,D,0.606
3,1996,MN3,D,D,0.647
4,1996,MN3,D,D,0.508
5,1996,MN3,D,D,0.753
6,1996,MN3,D,D,0.690
7,1996,MN3,D,D,0.702
8,1996,MN3,D,D,0.736
9,1996,MN3,D,D,0.605
10,1996,MN3,R,R,0.450
11,1996,MN3,D,D,0.606
12,1996,MN3,D,D,0.533
13,1996,MN3,,X,
14,1996,MN3,R,X,0.485
15,1996,MN3,R,X,0.428
16,1996,MN3,R,R,0.463
17,1996,MN3,R,R,0.458
18,1996,MN3,D,D,0.556
19,1996,MN3,R,X,0.441
20,1996,MN3,R,R,0.378
21,1996,MN3,R,R,0.453
22,1996,MN3,D,D,0.626
23,1996,MN3,R,R,0.342
24,1996,MN3,D,D,0.591
25,1996,MN3,R,R,0.427
26,1996,MN3,D,D,0.636
27,1996,MN3,D,X,0.576
28,1996,MN3,R,R,0.307
29,1996,MN3,D,D,0.586
30,1996,MN3,R,R,0.305
31,1996,MN3,R,R,0.376
32,1996,MN3,D,X,0.616
33,1996,MN3,R,R,0.353
34,1996,MN3,R,R,0.327
35,1996,MN3,R,R,0.423
36,1996,MN3,R,R,0.424
37,1996,MN3,R,R,0.412
38,1996,MN3,D,D,0.517
39,1996,MN3,D,D,0.598
40,1996,MN3,D,D,0.558
41,1996,MN3,R,R,0.382
42,1996,MN3,R,R,0.277
43,1996,MN3,R,R,0.401
44,1996,MN3,D,D,0.578
45,1996,MN3,R,R,0.370
46,1996,MN3,D,D,0.623
47,1996,MN3,D,D,0.542
48,1996,MN3,D,D,0.571
49,1996,MN3,D,D,0.566
50,1996,MN3,D,X,0.557
51,1996,MN3,D,D,0.528
52,1996,MN3,D,D,0.578
53,1996,MN3,R,R,0.404
54,1996,MN3,D,D,0.618
55,1996,MN3,D,D,0.610
56,1996,MN3,R,R,0.430
57,1996,MN3,D,D,0.638
58,1996,MN3,D,D,0.781
59,1996,MN3,D,D,0.719
60,1996,MN3,D,D,0.718
61,1996,MN3,D,D,0.854
62,1996,MN3,D,D,0.782
63,1996,MN3,D,D,0.644
64,1996,MN3,D,D,0.641
65,1996,MN3,D,D,0.783
66,1996,MN3,D,X,0.704
67,1996,MN3,D,D,0.706
1,2000,MN3,D,D,0.627
2,2000,MN3,D,D,0.640
3,2000,MN3,,D,
4,2000,MN3,D,D,0.607
5,2000,MN3,D,D,0.753
6,2000,MN3,D,D,0.698
7,2000,MN3,D,D,0.734
8,2000,MN3,D,D,0.667
9,2000,MN3,D,D,0.639
10,2000,MN3,R,R,0.417
11,2000,MN3,D,D,0.583
12,2000,MN3,D,D,0.505
13,2000,MN3,R,X,0.452
14,2000,MN3,R,X,0.352
15,2000,MN3,D,X,0.582
16,2000,MN3,R,R,0.460
17,2000,MN3,R,R,0.461
18,2000,MN3,D,D,0.564
19,2000,MN3,R,X,0.410
20,2000,MN3,R,R,0.349
21,2000,MN3,R,R,0.466
22,2000,MN3,D,D,0.651
23,2000,MN3,R,R,0.394
24,2000,MN3,D,D,0.595
25,2000,MN3,R,R,0.469
26,2000,MN3,D,D,0.511
27,2000,MN3,R,X,0.473
28,2000,MN3,R,R,0.365
29,2000,MN3,D,D,0.564
30,2000,MN3,R,R,0.382
31,2000,MN3,R,R,0.359
32,2000,MN3,R,X,0.439
33,2000,MN3,R,R,0.397
34,2000,MN3,R,R,0.347
35,2000,MN3,R,R,0.275
36,2000,MN3,R,R,0.380
37,2000,MN3,R,R,0.365
38,2000,MN3,D,D,0.506
39,2000,MN3,D,D,0.651
40,2000,MN3,D,D,0.624
41,2000,MN3,R,R,0.409
42,2000,MN3,R,R,0.338
43,2000,MN3,R,R,0.372
44,2000,MN3,D,D,0.649
45,2000,MN3,R,R,0.463
46,2000,MN3,D,D,0.600
47,2000,MN3,D,D,0.639
48,2000,MN3,D,D,0.565
49,2000,MN3,D,D,0.526
50,2000,MN3,R,X,0.426
51,2000,MN3,D,D,0.539
52,2000,MN3,D,D,0.568
53,2000,MN3,R,R,0.444
54,2000,MN3,D,D,0.655
55,2000,MN3,D,D,0.574
56,2000,MN3,R,R,0.454
57,2000,MN3,D,D,0.578
58,2000,MN3,D,D,0.833
59,2000,MN3,D,D,0.694
60,2000,MN3,D,D,0.764
61,2000,MN3,D,D,0.869
62,2000,MN3,D,D,0.808
63,2000,MN3,D,D,0.673
64,2000,MN3,D,D,0.723
65,2000,MN3,D,D,0.763
66,2000,MN3,D,X,0.748
67,2000,MN3,D,D,0.736
1,2002,MN4,D,D,0.639
2,2002,MN4,D,D,0.579
3,2002,MN4,D,D,0.601
4,2002,MN4,R,X,0.455
5,2002,MN4,D,D,0.771
6,2002,MN4,D,D,0.579
7,2002,MN4,D,D,0.737
8,2002,MN4,D,D,0.639
9,2002,MN4,D,D,0.647
10,2002,MN4,R,X,0.404
11,2002,MN4,D,X,0.544
12,2002,MN4,R,R,0.498
13,2002,MN4,D,X,0.539
14,2002,MN4,R,R,0.430
15,2002,MN4,R,X,0.491
16,2002,MN4,R,R,0.387
17,2002,MN4,R,X,0.475
18,2002,MN4,R,R,0.293
19,2002,MN4,R,R,0.381
20,2002,MN4,D,D,0.634
21,2002,MN4,R,R,0.367
22,2002,MN4,D,X,0.621
23,2002,MN4,D,D,0.517
24,2002,MN4,R,R,0.481
25,2002,MN4,R,R,0.471
26,2002,MN4,R,R,0.377
27,2002,MN4,D,D,0.500
28,2002,MN4,D,X,0.525
29,2002,MN4,R,R,0.337
30,2002,MN4,,X,
31,2002,MN4,R,X,0.469
32,2002,MN4,R,R,0.351
33,2002,MN4,R,R,0.349
34,2002,MN4,R,R,0.344
35,2002,MN4,R,R,0.324
36,2002,MN4,R,R,0.342
37,2002,MN4,R,R,0.357
38,2002,MN4,R,X,0.500
39,2002,MN4,D,D,0.582
40,2002,MN4,R,X,0.431
41,2002,MN4,R,R,0.373
42,2002,MN4,R,R,0.296
43,2002,MN4,R,X,0.388
44,2002,MN4,D,D,0.627
45,2002,MN4,D,D,0.597
46,2002,MN4,D,D,0.598
47,2002,MN4,D,X,0.535
48,2002,MN4,R,R,0.457
49,2002,MN4,R,R,0.382
50,2002,MN4,D,D,0.555
51,2002,MN4,D,X,0.530
52,2002,MN4,R,R,0.457
53,2002,MN4,R,X,0.481
54,2002,MN4,D,D,0.569
55,2002,MN4,D,D,0.606
56,2002,MN4,R,X,0.467
57,2002,MN4,D,D,0.545
58,2002,MN4,D,D,0.772
59,2002,MN4,D,D,0.759
60,2002,MN4,D,D,0.693
61,2002,MN4,D,D,0.856
62,2002,MN4,D,D,0.755
63,2002,MN4,D,D,0.585
64,2002,MN4,D,D,0.720
65,2002,MN4,D,D,0.742
66,2002,MN4,D,D,0.728
67,2002,MN4,D,D,0.601
1,2006,MN4,D,D,0.623
2,2006,MN4,D,D,0.608
3,2006,MN4,D,D,0.652
4,2006,MN4,D,X,0.521
5,2006,MN4,D,D,0.779
6,2006,MN4,D,D,0.715
7,2006,MN4,D,D,0.751
8,2006,MN4,D,D,0.576
9,2006,MN4,D,D,0.699
10,2006,MN4,D,X,0.553
11,2006,MN4,R,X,0.486
12,2006,MN4,R,R,0.439
13,2006,MN4,R,X,0.491
14,2006,MN4,R,R,0.420
15,2006,MN4,D,X,0.564
16,2006,MN4,R,R,0.426
17,2006,MN4,D,X,0.506
18,2006,MN4,R,R,0.380
19,2006,MN4,R,R,0.386
20,2006,MN4,D,D,0.675
21,2006,MN4,R,R,0.362
22,2006,MN4,D,X,0.580
23,2006,MN4,D,D,0.575
24,2006,MN4,R,R,0.378
25,2006,MN4,R,R,0.479
26,2006,MN4,R,R,0.454
27,2006,MN4,D,D,0.678
28,2006,MN4,D,X,0.545
29,2006,MN4,R,R,0.376
30,2006,MN4,D,X,0.525
31,2006,MN4,D,X,0.569
32,2006,MN4,R,R,0.419
33,2006,MN4,R,R,0.379
34,2006,MN4,R,R,0.403
35,2006,MN4,R,R,0.386
36,2006,MN4,R,R,0.429
37,2006,MN4,R,R,0.457
38,2006,MN4,D,X,0.536
39,2006,MN4,D,D,0.641
40,2006,MN4,D,X,0.522
41,2006,MN4,R,R,0.344
42,2006,MN4,R,R,0.482
43,2006,MN4,D,X,0.520
44,2006,MN4,D,D,0.683
45,2006,MN4,D,D,0.644
46,2006,MN4,D,D,0.672
47,2006,MN4,D,X,0.507
48,2006,MN4,R,R,0.487
49,2006,MN4,R,R,0.478
50,2006,MN4,D,D,0.633
51,2006,MN4,D,X,0.545
52,2006,MN4,R,R,0.475
53,2006,MN4,D,X,0.531
54,2006,MN4,D,D,0.621
55,2006,MN4,D,D,0.670
56,2006,MN4,D,X,0.530
57,2006,MN4,D,D,0.650
58,2006,MN4,D,D,0.792
59,2006,MN4,D,D,0.811
60,2006,MN4,D,D,0.828
61,2006,MN4,D,D,0.899
62,2006,MN4,D,D,0.814
63,2006,MN4,D,D,0.691
64,2006,MN4,D,D,0.766
65,2006,MN4,D,D,0.818
66,2006,MN4,D,D,0.781
67,2006,MN4,D,D,0.692
1,2010,MN4,D,D,0.584
2,2010,MN4,D,D,0.530
3,2010,MN4,D,D,0.578
4,2010,MN4,R,X,0.454
5,2010,MN4,D,D,0.698
6,2010,MN4,D,D,0.630
7,2010,MN4,D,D,0.729
8,2010,MN4,D,D,0.550
9,2010,MN4,D,D,0.526
10,2010,MN4,R,X,0.452
11,2010,MN4,R,X,0.349
12,2010,MN4,R,R,0.413
13,2010,MN4,R,X,0.450
14,2010,MN4,R,R,0.361
15,2010,MN4,R,X,0.491
16,2010,MN4,R,R,0.425
17,2010,MN4,R,X,0.439
18,2010,MN4,R,R,0.395
19,2010,MN4,R,R,0.314
20,2010,MN4,D,D,0.570
21,2010,MN4,R,R,0.376
22,2010,MN4,R,X,0.406
23,2010,MN4,D,D,0.596
24,2010,MN4,R,R,0.356
25,2010,MN4,R,R,0.485
26,2010,MN4,R,R,0.457
27,2010,MN4,D,D,0.615
28,2010,MN4,R,X,0.450
29,2010,MN4,R,R,0.342
30,2010,MN4,R,X,0.456
31,2010,MN4,R,X,0.492
32,2010,MN4,R,R,0.347
33,2010,MN4,R,R,0.317
34,2010,MN4,R,R,0.323
35,2010,MN4,R,R,0.308
36,2010,MN4,R,R,0.369
37,2010,MN4,R,R,0.404
38,2010,MN4,R,X,0.482
39,2010,MN4,D,D,0.563
40,2010,MN4,R,X,0.490
41,2010,MN4,R,R,0.435
42,2010,MN4,R,R,0.442
43,2010,MN4,D,X,0.518
44,2010,MN4,D,D,0.652
45,2010,MN4,D,D,0.587
46,2010,MN4,D,D,0.620
47,2010,MN4,R,X,0.473
48,2010,MN4,R,R,0.381
49,2010,MN4,R,R,0.396
50,2010,MN4,D,D,0.558
51,2010,MN4,R,X,0.474
52,2010,MN4,R,R,0.398
53,2010,MN4,R,X,0.473
54,2010,MN4,D,D,0.566
55,2010,MN4,D,D,0.570
56,2010,MN4,R,X,0.485
57,2010,MN4,D,D,0.510
58,2010,MN4,D,D,0.805
59,2010,MN4,D,D,0.784
60,2010,MN4,D,D,0.800
61,2010,MN4,D,D,0.887
62,2010,MN4,D,D,0.798
63,2010,MN4,D,D,0.631
64,2010,MN4,D,D,0.708
65,2010,MN4,D,D,0.792
66,2010,MN4,D,D,0.764
67,2010,MN4,D,D,0.720
1,2012,MN5,D,X,0.606
2,2012,MN5,D,X,0.550
3,2012,MN5,D,D,0.647
4,2012,MN5,D,D,0.522
5,2012,MN5,D,X,0.524
6,2012,MN5,D,D,0.716
7,2012,MN5,D,D,0.773
8,2012,MN5,R,R,0.471
9,2012,MN5,R,R,0.463
10,2012,MN5,R,R,0.460
11,2012,MN5,D,X,0.643
12,2012,MN5,R,R,0.385
13,2012,MN5,R,R,0.364
14,2012,MN5,R,X,0.474
15,2012,MN5,R,R,0.434
16,2012,MN5,R,R,0.469
17,2012,MN5,D,X,0.555
18,2012,MN5,R,R,0.418
19,2012,MN5,D,D,0.632
20,2012,MN5,D,X,0.501
21,2012,MN5,D,X,0.525
22,2012,MN5,R,R,0.472
23,2012,MN5,R,R,0.360
24,2012,MN5,D,X,0.527
25,2012,MN5,R,R,0.462
26,2012,MN5,R,R,0.443
27,2012,MN5,D,X,0.683
28,2012,MN5,R,R,0.428
29,2012,MN5,R,R,0.393
30,2012,MN5,R,R,0.375
31,2012,MN5,R,R,0.413
32,2012,MN5,R,R,0.457
33,2012,MN5,R,R,0.409
34,2012,MN5,R,R,0.429
35,2012,MN5,R,R,0.457
36,2012,MN5,D,D,0.532
37,2012,MN5,D,D,0.533
38,2012,MN5,R,R,0.467
39,2012,MN5,R,R,0.493
40,2012,MN5,D,D,0.669
41,2012,MN5,D,D,0.630
42,2012,MN5,D,D,0.557
43,2012,MN5,D,D,0.624
44,2012,MN5,D,X,0.559
45,2012,MN5,D,D,0.655
46,2012,MN5,D,D,0.670
47,2012,MN5,R,R,0.361
48,2012,MN5,R,X,0.486
49,2012,MN5,D,D,0.528
50,2012,MN5,D,D,0.610
51,2012,MN5,D,D,0.532
52,2012,MN5,D,D,0.621
53,2012,MN5,D,D,0.522
54,2012,MN5,D,D,0.639
55,2012,MN5,R,R,0.448
56,2012,MN5,R,X,0.460
57,2012,MN5,D,D,0.542
58,2012,MN5,R,X,0.423
59,2012,MN5,D,D,0.824
60,2012,MN5,D,D,0.819
61,2012,MN5,D,D,0.795
62,2012,MN5,D,D,0.800
63,2012,MN5,D,D,0.810
64,2012,MN5,D,D,0.784
65,2012,MN5,D,D,0.820
66,2012,MN5,D,D,0.741
67,2012,MN5,D,D,0.728
1,2016,MN5,R,X,0.386
2,2016,MN5,R,X,0.433
3,2016,MN5,D,D,0.615
4,2016,MN5,D,D,0.552
5,2016,MN5,R,X,0.493
6,2016,MN5,D,D,0.628
7,2016,MN5,D,D,0.657
8,2016,MN5,R,R,0.337
9,2016,MN5,R,R,0.287
10,2016,MN5,R,R,0.356
11,2016,MN5,D,X,0.546
12,2016,MN5,R,R,0.324
13,2016,MN5,R,R,0.313
14,2016,MN5,R,X,0.498
15,2016,MN5,R,R,0.291
16,2016,MN5,R,R,0.327
17,2016,MN5,R,X,0.427
18,2016,MN5,R,R,0.333
19,2016,MN5,D,D,0.603
20,2016,MN5,R,X,0.480
21,2016,MN5,R,X,0.457
22,2016,MN5,R,R,0.297
23,2016,MN5,R,R,0.291
24,2016,MN5,R,X,0.414
25,2016,MN5,R,R,0.367
26,2016,MN5,R,R,0.440
27,2016,MN5,D,X,0.548
28,2016,MN5,R,R,0.370
29,2016,MN5,R,R,0.339
30,2016,MN5,R,R,0.282
31,2016,MN5,R,R,0.319
32,2016,MN5,R,R,0.434
33,2016,MN5,R,R,0.365
34,2016,MN5,R,R,0.397
35,2016,MN5,R,R,0.324
36,2016,MN5,D,D,0.511
37,2016,MN5,D,D,0.515
38,2016,MN5,R,R,0.413
39,2016,MN5,R,R,0.386
40,2016,MN5,D,D,0.681
41,2016,MN5,D,D,0.612
42,2016,MN5,D,D,0.543
43,2016,MN5,D,D,0.616
44,2016,MN5,R,X,0.498
45,2016,MN5,D,D,0.638
46,2016,MN5,D,D,0.701
47,2016,MN5,R,R,0.326
48,2016,MN5,D,X,0.512
49,2016,MN5,D,D,0.545
50,2016,MN5,D,D,0.597
51,2016,MN5,D,D,0.541
52,2016,MN5,D,D,0.579
53,2016,MN5,D,D,0.504
54,2016,MN5,D,D,0.532
55,2016,MN5,R,R,0.313
56,2016,MN5,R,X,0.448
57,2016,MN5,D,D,0.531
58,2016,MN5,D,X,0.504
59,2016,MN5,D,D,0.779
60,2016,MN5,D,D,0.816
61,2016,MN5,D,D,0.813
62,2016,MN5,D,D,0.884
63,2016,MN5,D,D,0.809
64,2016,MN5,D,D,0.768
65,2016,MN5,D,D,0.811
66,2016,MN5,D,D,0.745
67,2016,MN5,D,D,0.754
1,2018,MN5,R,X,
2,2018,MN5,R,X,
3,2018,MN5,D,D,
4,2018,MN5,D,D,
5,2018,MN5,R,X,
6,2018,MN5,D,D,
7,2018,MN5,D,D,
8,2018,MN5,R,R,
9,2018,MN5,R,R,
10,2018,MN5,R,R,
11,2018,MN5,D,X,
12,2018,MN5,R,R,
13,2018,MN5,R,R,0.426
14,2018,MN5,R,X,
15,2018,MN5,R,R,
16,2018,MN5,R,R,
17,2018,MN5,R,X,
18,2018,MN5,R,R,
19,2018,MN5,D,D,
20,2018,MN5,R,X,
21,2018,MN5,R,X,
22,2018,MN5,R,R,
23,2018,MN5,R,R,
24,2018,MN5,R,X,
25,2018,MN5,R,R,
26,2018,MN5,R,R,
27,2018,MN5,D,X,
28,2018,MN5,R,R,
29,2018,MN5,R,R,
30,2018,MN5,R,R,
31,2018,MN5,R,R,
32,2018,MN5,R,R,
33,2018,MN5,R,R,
34,2018,MN5,R,R,
35,2018,MN5,R,R,
36,2018,MN5,D,D,
37,2018,MN5,D,D,
38,2018,MN5,R,R,
39,2018,MN5,R,R,
40,2018,MN5,D,D,
41,2018,MN5,D,D,
42,2018,MN5,D,D,
43,2018,MN5,D,D,
44,2018,MN5,R,X,
45,2018,MN5,D,D,
46,2018,MN5,D,D,
47,2018,MN5,R,R,
48,2018,MN5,D,X,
49,2018,MN5,D,D,
50,2018,MN5,D,D,
51,2018,MN5,D,D,
52,2018,MN5,D,D,
53,2018,MN5,D,D,
54,2018,MN5,D,D,
55,2018,MN5,R,R,
56,2018,MN5,R,X,
57,2018,MN5,D,D,
58,2018,MN5,D,X,
59,2018,MN5,D,D,
60,2018,MN5,D,D,
61,2018,MN5,D,D,
62,2018,MN5,D,D,
63,2018,MN5,D,D,
64,2018,MN5,D,D,
65,2018,MN5,D,D,
66,2018,MN5,D,D,
67,2018,MN5,D,D,
1,2020,MN5,R,X,0.303
2,2020,MN5,R,X,0.348
3,2020,MN5,D,D,0.553
4,2020,MN5,D,D,0.546
5,2020,MN5,R,X,0.399
6,2020,MN5,D,D,0.571
7,2020,MN5,D,D,0.684
8,2020,MN5,R,R,0.322
9,2020,MN5,R,R,0.243
10,2020,MN5,R,R,0.324
11,2020,MN5,R,X,0.434
12,2020,MN5,R,R,0.255
13,2020,MN5,R,R,0.305
14,2020,MN5,D,X,0.504
15,2020,MN5,R,R,0.277
16,2020,MN5,R,R,0.327
17,2020,MN5,R,X,0.321
18,2020,MN5,R,R,0.286
19,2020,MN5,D,D,0.599
20,2020,MN5,R,X,0.423
21,2020,MN5,R,X,0.403
22,2020,MN5,R,R,0.271
23,2020,MN5,R,R,0.326
24,2020,MN5,R,X,0.363
25,2020,MN5,R,R,0.487
26,2020,MN5,R,R,0.491
27,2020,MN5,R,X,0.476
28,2020,MN5,R,R,0.423
29,2020,MN5,R,R,0.309
30,2020,MN5,R,R,0.327
31,2020,MN5,R,R,0.294
32,2020,MN5,R,R,0.336
33,2020,MN5,R,R,0.460
34,2020,MN5,R,R,0.492
35,2020,MN5,R,R,0.373
36,2020,MN5,D,D,0.564
37,2020,MN5,D,D,0.525
38,2020,MN5,R,R,0.479
39,2020,MN5,R,R,0.470
40,2020,MN5,D,D,0.716
41,2020,MN5,D,D,0.670
42,2020,MN5,D,D,0.588
43,2020,MN5,D,D,0.615
44,2020,MN5,D,X,0.588
45,2020,MN5,D,D,0.674
46,2020,MN5,D,D,0.728
47,2020,MN5,R,R,0.423
48,2020,MN5,D,X,0.582
49,2020,MN5,D,D,0.628
50,2020,MN5,D,D,0.667
51,2020,MN5,D,D,0.613
52,2020,MN5,D,D,0.606
53,2020,MN5,D,D,0.541
54,2020,MN5,D,D,0.529
55,2020,MN5,R,R,0.383
56,2020,MN5,D,X,0.531
57,2020,MN5,D,D,0.565
58,2020,MN5,R,X,0.451
59,2020,MN5,D,D,0.822
60,2020,MN5,D,D,0.859
61,2020,MN5,D,D,0.849
62,2020,MN5,D,D,0.893
63,2020,MN5,D,D,0.832
64,2020,MN5,D,D,0.843
65,2020,MN5,D,D,0.817
66,2020,MN5,D,D,0.771
67,2020,MN5,D,D,0.741
1,1972,MO1,D,D,0.577
2,1972,MO1,,R,
3,1972,MO1,D,D,0.745
4,1972,MO1,,D,
5,1972,MO1,D,D,0.746
6,1972,MO1,,D,
7,1972,MO1,R,R,0.432
8,1972,MO1,,D,
9,1972,MO1,D,D,0.703
10,1972,MO1,,D,
11,1972,MO1,D,D,0.697
12,1972,MO1,,D,
13,1972,MO1,D,D,0.583
14,1972,MO1,,D,
15,1972,MO1,R,R,0.444
16,1972,MO1,,D,
17,1972,MO1,D,D,0.612
18,1972,MO1,,D,
19,1972,MO1,R,X,0.477
20,1972,MO1,,D,
21,1972,MO1,R,X,0.512
22,1972,MO1,,D,
23,1972,MO1,R,R,0.447
24,1972,MO1,,D,
25,1972,MO1,D,D,0.635
26,1972,MO1,,R,
27,1972,MO1,D,D,0.609
28,1972,MO1,,X,
29,1972,MO1,R,R,0.312
30,1972,MO1,,R,
31,1972,MO1,D,D,0.600
32,1972,MO1,,R,
33,1972,MO1,R,R,0.376
34,1972,MO1,,D,
1,1974,MO1,D,D,
2,1974,MO1,R,R,0.498
3,1974,MO1,D,D,
4,1974,MO1,D,D,0.879
5,1974,MO1,D,D,
6,1974,MO1,D,D,0.785
7,1974,MO1,R,R,
8,1974,MO1,D,D,0.693
9,1974,MO1,D,D,
10,1974,MO1,D,D,0.594
11,1974,MO1,D,D,
12,1974,MO1,D,D,0.555
13,1974,MO1,D,D,
14,1974,MO1,D,D,0.750
15,1974,MO1,R,R,
16,1974,MO1,D,D,0.653
17,1974,MO1,D,D,
18,1974,MO1,D,D,0.654
19,1974,MO1,R,X,
20,1974,MO1,D,D,0.529
21,1974,MO1,R,X,
22,1974,MO1,D,D,0.583
23,1974,MO1,R,R,
24,1974,MO1,D,D,0.739
25,1974,MO1,D,D,
26,1974,MO1,R,R,0.476
27,1974,MO1,D,D,
28,1974,MO1,D,X,0.710
29,1974,MO1,R,R,
30,1974,MO1,R,R,0.470
31,1974,MO1,D,D,
32,1974,MO1,R,R,0.372
33,1974,MO1,R,R,
34,1974,MO1,D,D,0.675
1,1976,MO1,D,D,0.607
2,1976,MO1,R,R,
3,1976,MO1,D,D,0.711
4,1976,MO1,D,D,
5,1976,MO1,D,D,0.721
6,1976,MO1,D,D,
7,1976,MO1,R,R,0.397
8,1976,MO1,D,D,
9,1976,MO1,D,D,0.797
10,1976,MO1,D,D,
11,1976,MO1,D,D,0.658
12,1976,MO1,D,D,
13,1976,MO1,D,D,0.660
14,1976,MO1,D,D,
15,1976,MO1,R,R,0.421
16,1976,MO1,D,D,
17,1976,MO1,D,D,0.671
18,1976,MO1,D,D,
19,1976,MO1,D,X,0.518
20,1976,MO1,D,D,
21,1976,MO1,R,X,0.488
22,1976,MO1,D,D,
23,1976,MO1,R,R,0.452
24,1976,MO1,D,D,
25,1976,MO1,D,D,0.678
26,1976,MO1,R,R,
27,1976,MO1,D,D,0.583
28,1976,MO1,D,X,
29,1976,MO1,R,R,0.414
30,1976,MO1,R,R,
31,1976,MO1,D,D,0.662
32,1976,MO1,R,R,
33,1976,MO1,R,R,0.417
34,1976,MO1,D,D,
1,1978,MO1,D,D,
2,1978,MO1,R,R,0.450
3,1978,MO1,D,D,
4,1978,MO1,D,D,0.933
5,1978,MO1,D,D,
6,1978,MO1,D,D,0.807
7,1978,MO1,R,R,
8,1978,MO1,D,D,0.743
9,1978,MO1,D,D,
10,1978,MO1,D,D,0.659
11,1978,MO1,D,D,
12,1978,MO1,D,D,0.623
13,1978,MO1,D,D,
14,1978,MO1,D,D,0.756
15,1978,MO1,R,R,
16,1978,MO1,D,D,0.546
17,1978,MO1,D,D,
18,1978,MO1,D,D,0.673
19,1978,MO1,D,X,
20,1978,MO1,D,D,0.519
21,1978,MO1,R,X,
22,1978,MO1,D,D,0.665
23,1978,MO1,R,R,
24,1978,MO1,D,D,0.784
25,1978,MO1,D,D,
26,1978,MO1,R,R,0.373
27,1978,MO1,D,D,
28,1978,MO1,R,X,0.452
29,1978,MO1,R,R,
30,1978,MO1,R,R,0.476
31,1978,MO1,D,D,
32,1978,MO1,R,R,0.396
33,1978,MO1,R,R,
34,1978,MO1,D,D,0.747
1,1980,MO1,D,D,0.680
2,1980,MO1,R,R,
3,1980,MO1,D,D,0.715
4,1980,MO1,D,D,
5,1980,MO1,D,D,0.732
6,1980,MO1,D,D,
7,1980,MO1,R,R,0.344
8,1980,MO1,D,D,
9,1980,MO1,D,D,0.808
10,1980,MO1,D,D,
11,1980,MO1,D,D,0.682
12,1980,MO1,D,D,
13,1980,MO1,D,D,0.792
14,1980,MO1,D,D,
15,1980,MO1,R,R,0.278
16,1980,MO1,D,D,
17,1980,MO1,D,D,0.684
18,1980,MO1,D,D,
19,1980,MO1,D,X,0.548
20,1980,MO1,D,D,
21,1980,MO1,D,X,0.558
22,1980,MO1,D,D,
23,1980,MO1,R,R,0.411
24,1980,MO1,D,D,
25,1980,MO1,D,D,0.631
26,1980,MO1,R,R,
27,1980,MO1,D,D,0.642
28,1980,MO1,R,X,
29,1980,MO1,R,R,0.415
30,1980,MO1,R,R,
31,1980,MO1,D,D,0.631
32,1980,MO1,R,R,
33,1980,MO1,R,R,0.423
34,1980,MO1,D,D,
1,1982,MO2,,R,
2,1982,MO2,R,R,0.432
3,1982,MO2,,D,
4,1982,MO2,D,D,0.660
5,1982,MO2,,D,
6,1982,MO2,R,R,0.355
7,1982,MO2,,R,
8,1982,MO2,R,R,0.450
9,1982,MO2,,D,
10,1982,MO2,D,D,0.649
11,1982,MO2,,D,
12,1982,MO2,D,D,0.652
13,1982,MO2,,D,
14,1982,MO2,D,D,0.620
15,1982,MO2,,R,
16,1982,MO2,D,D,0.565
17,1982,MO2,,D,
18,1982,MO2,D,D,0.641
19,1982,MO2,,D,
20,1982,MO2,D,D,0.602
21,1982,MO2,,D,
22,1982,MO2,D,D,0.589
23,1982,MO2,,X,
24,1982,MO2,D,D,0.603
25,1982,MO2,,D,
26,1982,MO2,R,R,0.288
27,1982,MO2,,D,
28,1982,MO2,R,X,0.420
29,1982,MO2,,R,
30,1982,MO2,R,R,0.424
31,1982,MO2,,D,
32,1982,MO2,R,R,0.381
33,1982,MO2,,R,
34,1982,MO2,D,D,0.707
1,1984,MO2,R,R,0.495
2,1984,MO2,R,R,
3,1984,MO2,D,D,0.745
4,1984,MO2,D,D,
5,1984,MO2,D,D,0.893
6,1984,MO2,R,R,
7,1984,MO2,R,R,0.383
8,1984,MO2,R,R,
9,1984,MO2,D,D,0.721
10,1984,MO2,D,D,
11,1984,MO2,D,D,0.703
12,1984,MO2,D,D,
13,1984,MO2,D,D,0.794
14,1984,MO2,D,D,
15,1984,MO2,R,R,0.362
16,1984,MO2,D,D,
17,1984,MO2,D,D,0.570
18,1984,MO2,D,D,
19,1984,MO2,D,D,0.685
20,1984,MO2,D,D,
21,1984,MO2,D,D,0.634
22,1984,MO2,D,D,
23,1984,MO2,R,X,0.357
24,1984,MO2,D,D,
25,1984,MO2,D,D,0.608
26,1984,MO2,R,R,
27,1984,MO2,D,D,0.617
28,1984,MO2,R,X,
29,1984,MO2,R,R,0.357
30,1984,MO2,R,R,
31,1984,MO2,D,D,0.639
32,1984,MO2,R,R,
33,1984,MO2,R,R,0.319
34,1984,MO2,D,D,
1,1986,MO2,R,R,
2,1986,MO2,R,R,0.428
3,1986,MO2,D,D,
4,1986,MO2,D,D,0.730
5,1986,MO2,D,D,
6,1986,MO2,R,R,0.357
7,1986,MO2,R,R,
8,1986,MO2,R,R,0.466
9,1986,MO2,D,D,
10,1986,MO2,D,D,0.664
11,1986,MO2,D,D,
12,1986,MO2,D,D,0.657
13,1986,MO2,D,D,
14,1986,MO2,D,D,0.646
15,1986,MO2,R,R,
16,1986,MO2,D,D,0.579
17,1986,MO2,D,D,
